SimulationV03.py[0, [0, 16, 16, 0, 0, 0]]
[1, [0, 32, 32, 0, 0, 0]]
[2, [48, 48, 48, 0, 0, 0]]
[3, [48, 64, 64, 0, 0, 0]]
[4, [48, 80, 80, 0, 0, 0]]
[5, [96, 96, 96, 0, 0, 0]]
[6, [96, 112, 112, 0, 0, 0]]
[7, [96, 128, 128, 0, 0, 0]]
[8, [144, 144, 144, 0, 0, 0]]
[9, [144, 160, 160, 0, 0, 0]]
[10, [144, 176, 176, 0, 0, 0]]
[11, [192, 192, 192, 0, 0, 0]]
[12, [192, 208, 208, 0, 0, 0]]
[13, [192, 224, 224, 0, 0, 0]]
[14, [240, 240, 240, 0, 0, 0]]
[15, [240, 256, 256, 0, 0, 0]]
[16, [240, 272, 272, 0, 0, 0]]
[17, [288, 288, 288, 0, 0, 0]]
[18, [288, 304, 304, 0, 0, 0]]
[19, [288, 320, 320, 330, 0, 0]]
[20, [336, 336, 336, 42, 288, 0]]
[21, [196, 212, 212, 42, 147, 1]]
[22, [54, 86, 86, 42, 6, 0]]
[23, [96, 96, 96, 42, 0, 0]]
[24, [96, 112, 112, 42, 0, 0]]
[25, [96, 128, 128, 42, 0, 0]]
[26, [140, 144, 144, 42, 0, 0]]
[27, [140, 160, 160, 42, 0, 0]]
[28, [144, 176, 176, 42, 0, 0]]
[29, [188, 192, 192, 42, 0, 0]]
[30, [188, 208, 208, 42, 0, 0]]
[31, [192, 224, 224, 42, 0, 0]]
[32, [236, 240, 240, 42, 0, 0]]
[33, [236, 256, 256, 42, 0, 0]]
[34, [240, 272, 272, 42, 0, 0]]
[35, [284, 288, 288, 42, 0, 0]]
[36, [284, 304, 304, 42, 0, 0]]
[37, [288, 320, 320, 42, 0, 0]]
[38, [332, 336, 336, 42, 0, 0]]
[39, [332, 352, 352, 372, 0, 0]]
[40, [336, 368, 368, 84, 288, 0]]
[41, [240, 244, 244, 84, 147, 1]]
[42, [98, 118, 118, 84, 6, 0]]
[43, [96, 128, 128, 84, 0, 0]]
[44, [140, 144, 144, 84, 0, 0]]
[45, [140, 160, 160, 84, 0, 0]]
[46, [144, 176, 176, 84, 0, 0]]
[47, [188, 192, 192, 84, 0, 0]]
[48, [188, 208, 208, 84, 0, 0]]
[49, [192, 224, 224, 84, 0, 0]]
[50, [236, 240, 240, 84, 0, 0]]
[51, [236, 256, 256, 84, 0, 0]]
[52, [240, 272, 272, 84, 0, 0]]
[53, [284, 288, 288, 84, 0, 0]]
[54, [284, 304, 304, 84, 0, 0]]
[55, [288, 320, 320, 84, 0, 0]]
[56, [332, 336, 336, 84, 0, 0]]
[57, [332, 352, 352, 84, 0, 0]]
[58, [336, 368, 368, 84, 0, 0]]
[59, [380, 384, 384, 399, 0, 0]]
[60, [380, 400, 400, 111, 288, 0]]
[61, [244, 276, 276, 111, 147, 1]]
[62, [146, 150, 150, 111, 6, 0]]
[63, [140, 160, 160, 111, 0, 0]]
[64, [144, 176, 176, 126, 0, 0]]
[65, [188, 192, 192, 126, 0, 0]]
[66, [188, 208, 208, 126, 0, 0]]
[67, [192, 224, 224, 126, 0, 0]]
[68, [236, 240, 240, 126, 0, 0]]
[69, [236, 256, 256, 126, 0, 0]]
[70, [240, 272, 272, 126, 0, 0]]
[71, [284, 288, 288, 126, 0, 0]]
[72, [284, 304, 304, 126, 0, 0]]
[73, [288, 320, 320, 126, 0, 0]]
[74, [332, 336, 336, 126, 0, 0]]
[75, [332, 352, 352, 126, 0, 0]]
[76, [336, 368, 368, 126, 0, 0]]
[77, [380, 384, 384, 126, 0, 0]]
[78, [380, 400, 400, 126, 0, 0]]
[79, [384, 416, 416, 396, 0, 0]]
[80, [428, 432, 432, 108, 288, 0]]
[81, [288, 308, 308, 108, 147, 1]]
[82, [150, 182, 182, 108, 6, 0]]
[83, [188, 192, 192, 138, 0, 0]]
[84, [188, 208, 208, 153, 0, 0]]
[85, [192, 224, 224, 9, 144, 0]]
[86, [178, 182, 182, 9, 3, 83]]
[87, [178, 198, 198, 9, 0, 86]]
[88, [96, 128, 128, 9, 0, 0]]
[89, [140, 144, 144, 9, 0, 0]]
[90, [140, 160, 160, 9, 0, 0]]
[91, [144, 176, 176, 9, 0, 0]]
[92, [188, 192, 192, 9, 0, 0]]
[93, [188, 208, 208, 9, 0, 0]]
[94, [192, 224, 224, 9, 0, 0]]
[95, [236, 240, 240, 9, 0, 0]]
[96, [236, 256, 256, 9, 0, 0]]
[97, [240, 272, 272, 9, 0, 0]]
[98, [284, 288, 288, 9, 0, 0]]
[99, [284, 304, 304, 279, 0, 0]]
[100, [288, 320, 320, 135, 144, 0]]
[101, [192, 196, 196, 135, 3, 1]]
[102, [188, 208, 208, 135, 0, 0]]
[103, [192, 224, 224, 165, 0, 0]]
[104, [236, 240, 240, 36, 144, 0]]
[105, [96, 116, 116, 36, 3, 1]]
[106, [96, 128, 128, 36, 0, 0]]
[107, [140, 144, 144, 36, 0, 0]]
[108, [140, 160, 160, 36, 0, 0]]
[109, [144, 176, 176, 36, 0, 0]]
[110, [188, 192, 192, 36, 0, 0]]
[111, [188, 208, 208, 51, 0, 0]]
[112, [192, 224, 224, 51, 0, 0]]
[113, [236, 240, 240, 51, 0, 0]]
[114, [236, 256, 256, 51, 0, 0]]
[115, [240, 272, 272, 51, 0, 0]]
[116, [284, 288, 288, 51, 0, 0]]
[117, [284, 304, 304, 51, 0, 0]]
[118, [288, 320, 320, 51, 0, 0]]
[119, [332, 336, 336, 321, 0, 0]]
[120, [332, 352, 352, 33, 288, 0]]
[121, [196, 228, 228, 33, 147, 1]]
[122, [238, 242, 242, 33, 6, 140]]
[123, [238, 258, 258, 63, 0, 146]]
[124, [242, 274, 274, 78, 0, 146]]
[125, [286, 290, 290, 78, 0, 146]]
[126, [286, 306, 306, 78, 0, 146]]
[127, [290, 322, 322, 78, 0, 146]]
[128, [262, 266, 266, 78, 0, 74]]
[129, [260, 280, 280, 78, 0, 72]]
[130, [262, 294, 294, 78, 0, 70]]
[131, [304, 308, 308, 93, 0, 68]]
[132, [300, 320, 320, 93, 0, 64]]
[133, [304, 336, 336, 93, 0, 64]]
[134, [342, 346, 346, 93, 0, 58]]
[135, [330, 350, 350, 93, 0, 46]]
[136, [330, 362, 362, 93, 0, 42]]
[137, [352, 356, 356, 93, 0, 20]]
[138, [344, 364, 364, 93, 0, 12]]
[139, [336, 368, 368, 348, 0, 0]]
[140, [380, 384, 384, 75, 288, 0]]
[141, [344, 364, 364, 75, 147, 105]]
[142, [338, 370, 370, 75, 6, 236]]
[143, [370, 374, 374, 105, 0, 230]]
[144, [336, 356, 356, 120, 0, 196]]
[145, [320, 352, 352, 120, 0, 176]]
[146, [340, 344, 344, 120, 0, 152]]
[147, [326, 346, 346, 120, 0, 138]]
[148, [278, 310, 310, 120, 0, 86]]
[149, [296, 300, 300, 120, 0, 60]]
[150, [264, 284, 284, 120, 0, 28]]
[151, [240, 272, 272, 135, 0, 0]]
[152, [284, 288, 288, 135, 0, 0]]
[153, [284, 304, 304, 135, 0, 0]]
[154, [288, 320, 320, 135, 0, 0]]
[155, [332, 336, 336, 135, 0, 0]]
[156, [332, 352, 352, 135, 0, 0]]
[157, [336, 368, 368, 135, 0, 0]]
[158, [380, 384, 384, 135, 0, 0]]
[159, [380, 400, 400, 375, 0, 0]]
[160, [384, 416, 416, 102, 288, 0]]
[161, [288, 292, 292, 102, 147, 1]]
