SimulationV010.py[8136392.54, [3960, 3985, 3990, 3990, 3995, 3995, 4000, 4000, 4005, 4010, 4010, 4010, 4010, 4010, 4020, 4020, 4020, 4020, 4025, 4025, 4030, 4030, 4030, 4030, 4035, 4035, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4045, 4045, 4045, 4050, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274507.38, 3231510.16, 211311533.26]]
[8136863.12, [3980, 3990, 4005, 4005, 4005, 4005, 4005, 4005, 4010, 4010, 4010, 4015, 4015, 4015, 4015, 4020, 4020, 4020, 4020, 4020, 4020, 4020, 4020, 4020, 4025, 4025, 4025, 4030, 4035, 4040, 4040, 4040, 4040, 4050, 4050, 4050, 4050, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274542.05, 3231946.06, 211245295.86]]
[8137146.95, [3925, 3980, 3980, 3985, 3990, 3995, 4000, 4000, 4005, 4010, 4015, 4015, 4020, 4020, 4020, 4025, 4025, 4025, 4030, 4030, 4030, 4030, 4030, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4045, 4045, 4045, 4050, 4050, 4050, 4050], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274530.88, 3232241.06, 211388873.78]]
[8137961.49, [3980, 3985, 3990, 4000, 4005, 4005, 4005, 4005, 4005, 4005, 4005, 4010, 4010, 4020, 4020, 4020, 4020, 4025, 4025, 4025, 4025, 4025, 4030, 4030, 4030, 4030, 4030, 4030, 4035, 4040, 4040, 4040, 4045, 4050, 4055, 4055, 4055, 4065], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274598.75, 3232987.74, 211730725.66]]
[8138008.89, [3965, 3985, 3990, 3995, 3995, 3995, 4005, 4005, 4005, 4010, 4015, 4015, 4020, 4020, 4025, 4025, 4025, 4030, 4030, 4030, 4030, 4030, 4030, 4035, 4035, 4035, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4050, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274557.59, 3233076.3, 211186068.77]]
[8138264.58, [3945, 3955, 3970, 3970, 4005, 4005, 4005, 4005, 4005, 4005, 4015, 4015, 4020, 4020, 4020, 4025, 4025, 4025, 4025, 4025, 4030, 4030, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4050, 4050, 4050, 4050, 4050, 4055, 4055, 4055, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274598.72, 3233290.85, 212029136.66]]
[8138270.58, [3950, 3980, 3985, 3985, 3995, 4005, 4005, 4005, 4005, 4015, 4015, 4015, 4020, 4020, 4020, 4020, 4025, 4025, 4030, 4030, 4030, 4030, 4030, 4035, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4045, 4050, 4050, 4050, 4055, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274512.43, 3233383.15, 211193043.93]]
[8138345.51, [3945, 3960, 3975, 3990, 3990, 3995, 3995, 4005, 4005, 4005, 4010, 4010, 4010, 4015, 4020, 4020, 4030, 4030, 4030, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4045, 4045, 4050, 4050, 4050, 4055, 4055, 4055, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274576.56, 3233393.94, 211057406.38]]
[8138365.47, [3965, 3975, 3995, 4000, 4000, 4005, 4005, 4005, 4005, 4005, 4010, 4010, 4015, 4015, 4015, 4015, 4020, 4020, 4025, 4025, 4030, 4035, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4050, 4050, 4055, 4055, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274599.88, 3233390.59, 211344326.01]]
[8138375.36, [3955, 3990, 3990, 3990, 3995, 4000, 4005, 4005, 4005, 4015, 4015, 4020, 4020, 4020, 4025, 4025, 4025, 4025, 4030, 4030, 4030, 4030, 4030, 4030, 4035, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4040, 4045, 4045, 4050, 4055], [7, 5, 5, 12, 1, 3, 19, 9999, 9999, 9999, 9999, 9999, 9999], [3006750.0, 1623625.0, 274605.41, 3233394.95, 211189160.3]]
