SimulationV051.py[0, [0, 12, 12, 0, 0, 0]]
[1, [0, 24, 24, 0, 0, 0]]
[2, [36, 36, 36, 0, 0, 0]]
[3, [36, 48, 48, 0, 0, 0]]
[4, [36, 60, 60, 0, 0, 0]]
[5, [72, 72, 72, 0, 0, 0]]
[6, [72, 84, 84, 0, 0, 0]]
[7, [72, 96, 96, 0, 0, 0]]
[8, [108, 108, 108, 0, 0, 0]]
[9, [108, 120, 120, 0, 0, 0]]
[10, [108, 132, 132, 0, 0, 0]]
[11, [144, 144, 144, 0, 0, 0]]
[12, [144, 156, 156, 0, 0, 0]]
[13, [144, 168, 168, 0, 0, 0]]
[14, [180, 180, 180, 0, 0, 0]]
[15, [180, 192, 192, 0, 0, 0]]
[16, [180, 204, 204, 0, 0, 0]]
[17, [216, 216, 216, 0, 0, 0]]
[18, [216, 228, 228, 0, 0, 0]]
[19, [216, 240, 240, 240, 0, 0]]
[20, [252, 252, 252, 96, 144, 0]]
[21, [216, 228, 228, 96, 108, 0]]
[22, [180, 204, 204, 96, 72, 0]]
[23, [180, 180, 180, 96, 36, 0]]
[24, [144, 156, 156, 96, 0, 0]]
[25, [144, 168, 168, 96, 0, 0]]
[26, [180, 180, 180, 96, 0, 0]]
[27, [180, 192, 192, 96, 0, 0]]
[28, [180, 204, 204, 96, 0, 0]]
[29, [216, 216, 216, 96, 0, 0]]
[30, [216, 228, 228, 96, 0, 0]]
[31, [216, 240, 240, 96, 0, 0]]
[32, [252, 252, 252, 96, 0, 0]]
[33, [252, 264, 264, 96, 0, 0]]
[34, [252, 276, 276, 96, 0, 0]]
[35, [288, 288, 288, 96, 0, 0]]
[36, [288, 300, 300, 96, 0, 0]]
[37, [288, 312, 312, 96, 0, 0]]
[38, [324, 324, 324, 96, 0, 0]]
[39, [324, 336, 336, 336, 0, 0]]
[40, [324, 348, 348, 192, 144, 0]]
[41, [324, 324, 324, 48, 252, 0]]
[42, [288, 300, 300, 48, 216, 0]]
[43, [252, 276, 276, 48, 180, 0]]
[44, [252, 252, 252, 48, 144, 0]]
[45, [216, 228, 228, 48, 108, 0]]
[46, [180, 204, 204, 48, 72, 0]]
[47, [182, 182, 182, 48, 36, 2]]
[48, [146, 158, 158, 48, 0, 2]]
[49, [144, 168, 168, 48, 0, 0]]
[50, [180, 180, 180, 48, 0, 0]]
[51, [180, 192, 192, 48, 0, 0]]
[52, [180, 204, 204, 48, 0, 0]]
[53, [216, 216, 216, 48, 0, 0]]
[54, [216, 228, 228, 48, 0, 0]]
[55, [216, 240, 240, 48, 0, 0]]
[56, [252, 252, 252, 48, 0, 0]]
[57, [252, 264, 264, 48, 0, 0]]
[58, [252, 276, 276, 48, 0, 0]]
[59, [288, 288, 288, 288, 0, 0]]
[60, [288, 300, 300, 144, 144, 0]]
[61, [252, 276, 276, 0, 252, 0]]
[62, [252, 252, 252, 0, 216, 0]]
[63, [216, 228, 228, 0, 180, 0]]
[64, [180, 204, 204, 0, 144, 0]]
[65, [180, 180, 180, 0, 108, 0]]
[66, [144, 156, 156, 0, 72, 0]]
[67, [110, 134, 134, 0, 36, 2]]
[68, [110, 110, 110, 0, 0, 2]]
[69, [108, 120, 120, 0, 0, 0]]
[70, [108, 132, 132, 0, 0, 0]]
[71, [144, 144, 144, 0, 0, 0]]
[72, [144, 156, 156, 0, 0, 0]]
[73, [144, 168, 168, 0, 0, 0]]
[74, [180, 180, 180, 0, 0, 0]]
[75, [180, 192, 192, 0, 0, 0]]
[76, [180, 204, 204, 0, 0, 0]]
[77, [216, 216, 216, 0, 0, 0]]
[78, [216, 228, 228, 0, 0, 0]]
[79, [216, 240, 240, 240, 0, 0]]
[80, [252, 252, 252, 96, 144, 0]]
[81, [216, 228, 228, 96, 108, 0]]
[82, [180, 204, 204, 96, 72, 0]]
[83, [180, 180, 180, 96, 36, 0]]
[84, [144, 156, 156, 96, 0, 0]]
[85, [144, 168, 168, 96, 0, 0]]
[86, [180, 180, 180, 96, 0, 0]]
[87, [180, 192, 192, 96, 0, 0]]
[88, [180, 204, 204, 96, 0, 0]]
[89, [216, 216, 216, 96, 0, 0]]
[90, [216, 228, 228, 96, 0, 0]]
[91, [216, 240, 240, 96, 0, 0]]
[92, [252, 252, 252, 96, 0, 0]]
[93, [252, 264, 264, 96, 0, 0]]
[94, [252, 276, 276, 96, 0, 0]]
[95, [288, 288, 288, 96, 0, 0]]
[96, [288, 300, 300, 96, 0, 0]]
[97, [288, 312, 312, 96, 0, 0]]
[98, [324, 324, 324, 96, 0, 0]]
[99, [324, 336, 336, 336, 0, 0]]
[100, [324, 348, 348, 192, 144, 0]]
[101, [324, 324, 324, 48, 252, 0]]
[102, [288, 300, 300, 48, 216, 0]]
[103, [252, 276, 276, 48, 180, 0]]
[104, [252, 252, 252, 48, 144, 0]]
[105, [216, 228, 228, 48, 108, 0]]
[106, [180, 204, 204, 48, 72, 0]]
[107, [194, 194, 194, 48, 36, 14]]
[108, [160, 172, 172, 48, 0, 16]]
[109, [144, 168, 168, 48, 0, 0]]
[110, [180, 180, 180, 48, 0, 0]]
[111, [180, 192, 192, 48, 0, 0]]
[112, [180, 204, 204, 48, 0, 0]]
[113, [216, 216, 216, 48, 0, 0]]
[114, [216, 228, 228, 48, 0, 0]]
[115, [216, 240, 240, 48, 0, 0]]
[116, [252, 252, 252, 48, 0, 0]]
[117, [252, 264, 264, 48, 0, 0]]
[118, [252, 276, 276, 48, 0, 0]]
[119, [288, 288, 288, 288, 0, 0]]
[120, [288, 300, 300, 144, 144, 0]]
[121, [252, 276, 276, 0, 252, 0]]
[122, [252, 252, 252, 0, 216, 0]]
[123, [230, 242, 242, 0, 180, 14]]
[124, [230, 254, 254, 0, 144, 50]]
[125, [266, 266, 266, 0, 108, 86]]
[126, [266, 278, 278, 0, 72, 122]]
[127, [266, 290, 290, 0, 36, 158]]
[128, [288, 288, 288, 0, 0, 180]]
[129, [272, 284, 284, 0, 0, 164]]
[130, [264, 288, 288, 0, 0, 156]]
[131, [298, 298, 298, 0, 0, 154]]
[132, [292, 304, 304, 0, 0, 148]]
[133, [290, 314, 314, 0, 0, 146]]
[134, [326, 326, 326, 0, 0, 146]]
[135, [322, 334, 334, 0, 0, 142]]
[136, [320, 344, 344, 0, 0, 140]]
[137, [352, 352, 352, 0, 0, 136]]
[138, [346, 358, 358, 0, 0, 130]]
[139, [330, 354, 354, 240, 0, 114]]
[140, [360, 360, 360, 96, 144, 108]]
[141, [354, 366, 366, 96, 108, 138]]
[142, [344, 368, 368, 96, 72, 164]]
[143, [374, 374, 374, 96, 36, 194]]
[144, [352, 364, 364, 96, 0, 208]]
[145, [332, 356, 356, 96, 0, 188]]
[146, [336, 336, 336, 96, 0, 156]]
[147, [316, 328, 328, 96, 0, 136]]
[148, [302, 326, 326, 96, 0, 122]]
[149, [316, 316, 316, 96, 0, 100]]
[150, [300, 312, 312, 96, 0, 84]]
[151, [268, 292, 292, 96, 0, 52]]
[152, [282, 282, 282, 96, 0, 30]]
[153, [252, 264, 264, 96, 0, 0]]
[154, [252, 276, 276, 96, 0, 0]]
[155, [288, 288, 288, 96, 0, 0]]
[156, [288, 300, 300, 96, 0, 0]]
