SimulationV0M.py[96715458.09, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 104, 9999, 9999, 9999, 9999, 9999, 9999], [3145532.0, 2593936.0, 287604.03, 3517292.46, 87171093.61]]
[96946314.56, [4362, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 104, 9999, 9999, 9999, 9999, 9999, 9999], [3145532.0, 2593936.0, 287626.58, 3517176.05, 87402043.93]]
[97935136.94, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 97, 9999, 9999, 9999, 9999, 9999, 9999], [2933813.5, 2593936.0, 287593.75, 3517297.49, 88602496.2]]
[97957558.04, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 97, 9999, 9999, 9999, 9999, 9999, 9999], [2933813.5, 2593936.0, 287593.36, 3517296.54, 88624918.63]]
[98151699.53, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 97, 9999, 9999, 9999, 9999, 9999, 9999], [2933813.5, 2593936.0, 287618.47, 3517298.64, 88819032.92]]
[98595693.25, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 95, 9999, 9999, 9999, 9999, 9999, 9999], [2873322.5, 2593936.0, 287585.24, 3517278.39, 89323571.11]]
[98683393.42, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 94, 9999, 9999, 9999, 9999, 9999, 9999], [2843077.0, 2593936.0, 287574.77, 3517289.53, 89441516.13]]
[98690552.56, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 94, 9999, 9999, 9999, 9999, 9999, 9999], [2843077.0, 2593936.0, 287612.57, 3517296.86, 89448630.13]]
[98878280.71, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 94, 9999, 9999, 9999, 9999, 9999, 9999], [2843077.0, 2593936.0, 287587.92, 3517291.11, 89636388.68]]
[98987229.82, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 93, 9999, 9999, 9999, 9999, 9999, 9999], [2812831.5, 2593936.0, 287590.73, 3517290.28, 89775581.31]]
[99269472.93, [4362, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 92, 9999, 9999, 9999, 9999, 9999, 9999], [2782586.0, 2593936.0, 287555.17, 3517155.87, 90088239.89]]
[102100016.13, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 85, 9999, 9999, 9999, 9999, 9999, 9999], [2570867.5, 2593936.0, 287589.6, 3517279.14, 93130343.88]]
[102106230.73, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 85, 9999, 9999, 9999, 9999, 9999, 9999], [2570867.5, 2593936.0, 287600.33, 3517288.42, 93136538.48]]
[102142193.51, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 85, 9999, 9999, 9999, 9999, 9999, 9999], [2570867.5, 2593936.0, 287564.97, 3517288.77, 93172536.26]]
[104864980.95, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 80, 9999, 9999, 9999, 9999, 9999, 9999], [2419640.0, 2593936.0, 287463.55, 3517266.02, 96046675.37]]
[105182339.4, [4360, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 80, 9999, 9999, 9999, 9999, 9999, 9999], [2419640.0, 2593936.0, 287577.86, 3517074.12, 96364111.42]]
[105455025.0, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 80, 9999, 9999, 9999, 9999, 9999, 9999], [2419640.0, 2593936.0, 287555.73, 3517284.93, 96636608.34]]
[106105423.79, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 79, 9999, 9999, 9999, 9999, 9999, 9999], [2389394.5, 2593936.0, 287593.97, 3517292.54, 97317206.79]]
[106230801.21, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 79, 9999, 9999, 9999, 9999, 9999, 9999], [2389394.5, 2593936.0, 287598.78, 3517283.34, 97442588.59]]
[106884304.82, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 78, 9999, 9999, 9999, 9999, 9999, 9999], [2359149.0, 2593936.0, 287567.04, 3517276.88, 98126375.89]]
[106955379.23, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 78, 9999, 9999, 9999, 9999, 9999, 9999], [2359149.0, 2593936.0, 287561.19, 3517286.51, 98197446.52]]
[108417457.64, [4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365, 4365], [13, 9, 9, 23, 1, 6, 77, 9999, 9999, 9999, 9999, 9999, 9999], [2328903.5, 2593936.0, 287569.81, 3517282.07, 99689766.26]]
