SimulationV012.py[0, [0, 16, 16, 0, 0, 0]]
[1, [0, 32, 32, 0, 0, 0]]
[2, [48, 48, 48, 0, 0, 0]]
[3, [48, 64, 64, 0, 0, 0]]
[4, [48, 80, 80, 0, 0, 0]]
[5, [96, 96, 96, 0, 0, 0]]
[6, [96, 112, 112, 0, 0, 0]]
[7, [96, 128, 128, 0, 0, 0]]
[8, [144, 144, 144, 0, 0, 0]]
[9, [144, 160, 160, 0, 0, 0]]
[10, [144, 176, 176, 0, 0, 0]]
[11, [184, 188, 186, 0, 0, 0]]
[19, [184, 188, 186, 165, 0, 0]]
[20, [184, 188, 186, 156, 144, 0]]
[21, [154, 158, 156, 42, 114, 0]]
[22, [132, 144, 142, 42, 84, 0]]
[23, [102, 130, 128, 42, 54, 0]]
[24, [112, 116, 114, 42, 168, 0]]
[25, [90, 102, 100, 42, 138, 0]]
[26, [60, 88, 86, 42, 108, 0]]
[27, [70, 74, 72, 42, 78, 0]]
[28, [48, 60, 58, 42, 48, 0]]
[29, [18, 46, 44, 42, 18, 0]]
[30, [48, 52, 50, 42, 0, 8]]
[31, [56, 68, 66, 42, 0, 8]]
[32, [56, 84, 82, 42, 0, 8]]
[33, [96, 100, 98, 42, 0, 8]]
[34, [104, 116, 114, 42, 0, 8]]
[35, [104, 132, 130, 42, 0, 8]]
[36, [144, 148, 146, 42, 0, 8]]
[37, [152, 164, 162, 42, 0, 8]]
[38, [152, 180, 178, 42, 0, 8]]
[39, [184, 188, 186, 162, 0, 8]]
[40, [184, 188, 186, 63, 144, 8]]
[41, [154, 158, 156, 153, 114, 8]]
[42, [132, 144, 142, 54, 84, 8]]
[43, [110, 130, 128, 84, 54, 8]]
[44, [112, 116, 114, 84, 168, 8]]
[45, [90, 102, 100, 84, 138, 8]]
[46, [68, 88, 86, 84, 108, 8]]
[47, [70, 74, 72, 84, 78, 8]]
[48, [48, 60, 58, 84, 48, 8]]
[49, [26, 46, 44, 84, 18, 8]]
[50, [38, 42, 40, 84, 0, 6]]
[51, [46, 58, 56, 84, 0, 6]]
[52, [54, 74, 72, 84, 0, 6]]
[53, [86, 90, 88, 84, 0, 6]]
[54, [94, 106, 104, 84, 0, 6]]
[55, [102, 122, 120, 84, 0, 6]]
[56, [134, 138, 136, 84, 0, 6]]
[57, [142, 154, 152, 84, 0, 6]]
[58, [150, 170, 168, 84, 0, 6]]
[59, [182, 186, 184, 159, 0, 6]]
[60, [182, 188, 186, 60, 144, 6]]
[61, [152, 158, 156, 105, 114, 6]]
[62, [122, 144, 142, 165, 84, 6]]
[63, [100, 130, 128, 51, 54, 6]]
[64, [110, 116, 114, 96, 168, 6]]
[65, [80, 102, 100, 126, 138, 6]]
[66, [58, 88, 86, 126, 108, 6]]
[67, [68, 74, 72, 126, 78, 6]]
[68, [38, 60, 58, 126, 48, 6]]
[69, [16, 46, 44, 126, 18, 6]]
[70, [36, 42, 40, 126, 0, 4]]
[71, [36, 58, 56, 126, 0, 4]]
[72, [44, 74, 72, 126, 0, 4]]
[73, [84, 90, 88, 126, 0, 4]]
[74, [84, 106, 104, 126, 0, 4]]
[75, [92, 122, 120, 126, 0, 4]]
[76, [132, 138, 136, 126, 0, 4]]
[77, [132, 154, 152, 126, 0, 4]]
[78, [140, 170, 168, 126, 0, 4]]
[79, [180, 186, 184, 156, 0, 4]]
[80, [180, 188, 186, 57, 144, 4]]
[81, [154, 158, 156, 102, 114, 4]]
[82, [152, 144, 142, 147, 84, 4]]
[83, [130, 130, 128, 63, 54, 4]]
[84, [108, 116, 114, 93, 168, 4]]
[85, [110, 102, 100, 138, 138, 4]]
[86, [88, 88, 86, 153, 108, 4]]
[87, [66, 74, 72, 24, 78, 4]]
[88, [68, 60, 58, 24, 48, 4]]
[89, [46, 46, 44, 24, 162, 4]]
[90, [24, 32, 30, 24, 132, 4]]
[91, [26, 18, 16, 24, 102, 4]]
[92, [4, 4, 2, 24, 72, 4]]
[93, [2, 10, 8, 24, 42, 24]]
[94, [14, 6, 4, 24, 12, 34]]
[95, [2, 2, 0, 24, 0, 26]]
[96, [0, 8, 6, 24, 0, 16]]
[97, [22, 14, 12, 24, 0, 6]]
[98, [30, 30, 28, 24, 0, 6]]
[99, [38, 46, 44, 54, 0, 6]]
[100, [70, 62, 60, 99, 0, 6]]
[101, [78, 78, 76, 144, 0, 6]]
[102, [86, 94, 92, 45, 144, 6]]
[103, [88, 80, 78, 105, 114, 6]]
[104, [66, 66, 64, 135, 84, 6]]
[105, [44, 52, 50, 165, 54, 6]]
[106, [46, 38, 36, 36, 168, 6]]
[107, [24, 24, 22, 51, 138, 6]]
[108, [2, 10, 8, 66, 108, 6]]
[109, [14, 6, 4, 66, 78, 16]]
[110, [2, 2, 0, 66, 48, 26]]
[111, [0, 8, 6, 66, 18, 46]]
[112, [12, 4, 2, 66, 0, 44]]
[113, [10, 10, 8, 66, 0, 34]]
[114, [8, 16, 14, 66, 0, 24]]
[115, [20, 12, 10, 66, 0, 4]]
[116, [28, 28, 26, 66, 0, 4]]
[117, [36, 44, 42, 66, 0, 4]]
[118, [68, 60, 58, 66, 0, 4]]
[119, [76, 76, 74, 96, 0, 4]]
[120, [84, 92, 90, 141, 0, 4]]
[121, [116, 108, 106, 156, 0, 4]]
[122, [124, 124, 122, 42, 144, 4]]
[123, [102, 110, 108, 87, 114, 4]]
[124, [104, 96, 94, 147, 84, 4]]
[125, [82, 82, 80, 33, 54, 4]]
[126, [60, 68, 66, 63, 168, 4]]
[127, [72, 64, 62, 78, 138, 14]]
[128, [80, 80, 78, 93, 108, 44]]
[129, [88, 96, 94, 108, 78, 74]]
[130, [110, 102, 100, 108, 48, 94]]
[131, [118, 118, 116, 108, 18, 124]]
[132, [116, 124, 122, 108, 0, 132]]
[133, [148, 140, 138, 108, 0, 132]]
[134, [156, 156, 154, 108, 0, 132]]
[135, [164, 172, 170, 108, 0, 132]]
[136, [164, 168, 166, 108, 0, 112]]
[137, [176, 184, 182, 108, 0, 112]]
[138, [174, 178, 176, 108, 0, 102]]
[139, [132, 138, 136, 138, 0, 52]]
[140, [134, 144, 142, 153, 0, 42]]
[141, [134, 140, 138, 39, 144, 22]]
[142, [140, 146, 144, 54, 114, 42]]
[143, [132, 142, 140, 84, 84, 52]]
[144, [122, 128, 126, 129, 54, 52]]
[145, [118, 124, 122, 159, 24, 62]]
[146, [130, 140, 138, 45, 144, 86]]
[147, [140, 146, 144, 75, 114, 106]]
[148, [106, 112, 110, 105, 84, 86]]
[149, [88, 98, 96, 120, 54, 86]]
[150, [78, 84, 82, 135, 24, 86]]
[151, [54, 60, 58, 150, 0, 70]]
[152, [16, 26, 24, 6, 144, 20]]
[153, [16, 22, 20, 6, 114, 30]]
[154, [2, 8, 6, 6, 84, 30]]
[155, [4, 14, 12, 6, 54, 50]]
[156, [4, 10, 8, 6, 24, 60]]
[157, [0, 6, 4, 6, 0, 64]]
[158, [2, 12, 10, 6, 0, 54]]
[159, [2, 8, 6, 36, 0, 34]]
[160, [8, 14, 12, 51, 0, 24]]
[161, [0, 10, 8, 81, 0, 4]]
[162, [20, 26, 24, 96, 0, 4]]
[163, [36, 42, 40, 126, 0, 4]]
[164, [48, 58, 56, 156, 0, 4]]
[165, [68, 74, 72, 27, 144, 4]]
[166, [54, 60, 58, 57, 114, 4]]
[167, [36, 46, 44, 87, 84, 4]]
[168, [26, 32, 30, 117, 54, 4]]
