SimulationV011.py[2652851.9, [11231, 11261, 11286, 11303, 11307, 11307, 11310, 11310, 11312, 11312, 11313, 11315, 11320, 11321, 11322, 11326, 11328, 11328, 11328], [12, 8, 8, 22, 1, 10, 149, 208, 198, 196, 175, 174, 176]]
[2653044.0, [11294, 11300, 11303, 11305, 11306, 11308, 11309, 11310, 11311, 11312, 11312, 11314, 11315, 11318, 11318, 11320, 11322, 11331, 11332], [12, 8, 8, 22, 1, 10, 149, 208, 197, 195, 175, 174, 176]]
[2653723.64, [11276, 11296, 11299, 11303, 11306, 11308, 11312, 11312, 11313, 11316, 11317, 11318, 11319, 11320, 11320, 11322, 11323, 11324, 11328], [12, 8, 8, 22, 1, 10, 149, 208, 198, 195, 176, 174, 177]]
[2653833.61, [11288, 11293, 11300, 11301, 11306, 11306, 11308, 11308, 11309, 11310, 11315, 11316, 11319, 11320, 11323, 11324, 11324, 11324, 11330], [12, 8, 8, 22, 1, 10, 149, 208, 197, 196, 176, 175, 176]]
[2653930.19, [11283, 11290, 11291, 11291, 11308, 11310, 11310, 11311, 11312, 11313, 11315, 11316, 11319, 11319, 11320, 11322, 11324, 11327, 11329], [12, 8, 8, 22, 1, 10, 148, 208, 197, 195, 175, 174, 176]]
[2654074.73, [11294, 11300, 11303, 11305, 11306, 11307, 11307, 11308, 11312, 11314, 11314, 11315, 11315, 11317, 11318, 11321, 11322, 11322, 11325], [12, 8, 8, 22, 1, 10, 148, 209, 198, 196, 175, 174, 177]]
[2654082.74, [11277, 11284, 11302, 11302, 11306, 11308, 11308, 11310, 11312, 11312, 11312, 11315, 11316, 11316, 11320, 11320, 11324, 11326, 11332], [12, 8, 8, 22, 1, 10, 149, 208, 197, 196, 175, 174, 177]]
[2654174.23, [11278, 11284, 11291, 11304, 11305, 11309, 11310, 11312, 11314, 11314, 11315, 11315, 11319, 11320, 11321, 11323, 11324, 11326, 11331], [12, 8, 8, 22, 1, 10, 149, 209, 197, 195, 176, 175, 177]]
[2654370.99, [11284, 11288, 11298, 11302, 11304, 11304, 11306, 11307, 11310, 11312, 11312, 11316, 11318, 11318, 11321, 11322, 11322, 11329, 11332], [12, 8, 8, 22, 1, 10, 148, 208, 198, 196, 175, 174, 177]]
[2655293.07, [11294, 11296, 11298, 11302, 11302, 11305, 11306, 11307, 11311, 11313, 11313, 11314, 11318, 11319, 11319, 11320, 11321, 11325, 11329], [12, 8, 8, 22, 1, 10, 148, 208, 197, 195, 175, 174, 176]]
[2655428.38, [11294, 11296, 11296, 11299, 11301, 11302, 11302, 11307, 11310, 11311, 11313, 11315, 11316, 11317, 11320, 11320, 11325, 11327, 11328], [12, 8, 8, 22, 1, 10, 149, 209, 197, 196, 176, 175, 177]]
[2655508.18, [11299, 11302, 11303, 11304, 11307, 11308, 11309, 11310, 11310, 11311, 11311, 11311, 11313, 11315, 11317, 11317, 11319, 11322, 11332], [12, 8, 8, 22, 1, 10, 148, 208, 197, 195, 175, 175, 177]]
[2655666.99, [11296, 11300, 11300, 11301, 11302, 11305, 11308, 11308, 11310, 11310, 11310, 11312, 11314, 11314, 11316, 11318, 11318, 11320, 11330], [12, 8, 8, 22, 1, 10, 148, 209, 198, 196, 176, 174, 176]]
